id	name	rarity	description	requirements	effects
2414	A demon has broken the wards of the Summ	0	A demon has broken the wards of the Summoning Circle! [Summoning Circle]	rare 4|foundsite 1|0x4300 -44	1com Arch Devil|addequip 1
2415	A demon has broken the wards of the Summ	0	A demon has broken the wards of the Summoning Circle! [Summoning Circle]	rare 4|foundsite 1|0x4300 -44	1com Devil
2416	The Demon Gate has opened! [The Demon Ga	0	The Demon Gate has opened! [The Demon Gate]	rare 5|foundsite 1|0x4300 -44	3com Fiend of Darkness|3d6units Fiend of Darkness
2417	A gateway to the lower realms has opened	0	A gateway to the lower realms has opened, spewing forth inhabitants of that dismal place! [The Demon Gate]	rare 15|hiddensite 1|0x4300 -44	3com Fiend of Darkness|3d6units Fiend of Darkness|revealsite 1
2418	A demon managed to trick his summoner at	0	A demon managed to trick his summoner at The Ebony Circle and broke free. [The Ebony Circle]	rare 3|monster Sorcerer|foundsite 1|0x4300 -44	assassin Fiend of Darkness
2419	A demon managed to trick his summoner at	0	A demon managed to trick his summoner at The Ebony Circle and broke free. [The Ebony Circle]	rare 3|monster Sorcerer|foundsite 1|0x4300 -44	assassin Devil
2420	A demon managed to trick his summoner at	0	A demon managed to trick his summoner at The Ebony Circle and broke free. [The Ebony Circle]	rare 3|monster Sorcerer|foundsite 1|0x4300 -44	assassin Bone Fiend
2421	A sorcerer at the Circle has managed to 	0	A sorcerer at the Circle has managed to bind some demons.  [The Ebony Circle]	foundsite 1|rare 3|0x4300 -44	nation -2|1d3units Devil|kill 1|incscale1 Turmoil
2422	A sorcerer at the Circle has managed to 	0	A sorcerer at the Circle has managed to bind some demons.  [The Ebony Circle]	foundsite 1|rare 3|0x4300 -44	nation -2|1d3units Fiend of Darkness|kill 1|incscale1 Turmoil
2423	A sorcerer at the Circle has managed to 	0	A sorcerer at the Circle has managed to bind some demons.  [The Ebony Circle]	foundsite 1|rare 3|0x4300 -44	nation -2|1d3units Bone Fiend|kill 1|incscale1 Turmoil
2424	A demon managed to trick his summoner at	0	A demon managed to trick his summoner at The Ebony Tower and broke free. [Ebony Tower]	rare 3|monster Sorcerer|foundsite 1|0x4300 -44	assassin Fiend of Darkness
2425	A demon managed to trick his summoner at	0	A demon managed to trick his summoner at The Ebony Tower and broke free. [Ebony Tower]	rare 3|monster Sorcerer|foundsite 1|0x4300 -44	assassin Devil
2426	A demon managed to trick his summoner at	0	A demon managed to trick his summoner at The Ebony Tower and broke free. [Ebony Tower]	rare 3|monster Sorcerer|foundsite 1|0x4300 -44	assassin Bone Fiend
2427	A sorcerer at the Tower has managed to b	0	A sorcerer at the Tower has managed to bind some demons.  [Ebony Tower]	foundsite 1|rare 3|0x4300 -44	nation -2|1d3units Devil|kill 1|incscale1 Turmoil
2428	A sorcerer at the Tower has managed to b	0	A sorcerer at the Tower has managed to bind some demons.  [Ebony Tower]	foundsite 1|rare 3|0x4300 -44	nation -2|nation 88|1d3units 1|kill 0|incscale1 Turmoil
2429	A sorcerer at the Tower has managed to b	0	A sorcerer at the Tower has managed to bind some demons.  [Ebony Tower]	foundsite 1|rare 3|0x4300 -44	nation -2|1d3units Bone Fiend|kill 1|incscale1 Turmoil
2430	The local ruler has made a pact with dem	0	The local ruler has made a pact with demons. It seems to be working well, as both productivity and taxes have increased.	rare 3|code -49	landgold 10|landprod 5
2431	There are rumors of a sinister brotherho	-2	There are rumors of a sinister brotherhood of mages having settled in the province. [The Ebony Circle]	rare 10|land 1|freesites 1|0x4600 1|0x4300 -44	0x4200 -1
2432	Woe and behold! A demon lord has stepped	1	Woe and behold! A demon lord has stepped into the world of men with his host!	rare 50|r22 821|unique 1|0x4600 1|code -49	1com Ice Devil|addequip 1|1com Demon Jester|3d6units Frost Fiend|3d6units Imp
2433	Woe and behold! A demon lord has stepped	1	Woe and behold! A demon lord has stepped into the world of men with his host!	rare 50|r22 826|unique 1|0x4600 1|code -49	1com Arch Devil|addequip 1|1com Demon Jester|3d6units Devil|3d6units Fiery Imp
2434	Woe and behold! A demon lord has stepped	1	Woe and behold! A demon lord has stepped into the world of men with his host!	rare 50|r22 1405|unique 1|0x4600 1|code -49	1com Goat Sun|addequip 1|1com Devil|3d6units Devil|3d6units Imp
2435	Amaimon, the Dark Flame, has come into t	1	Amaimon, the Dark Flame, has come into the world! [Skull of Fire]	rare 4|r22 818|unique 1|0x4600 1|code -49	1com Heliophagus|addequip 1|addequip 9|3d6units Fiend of Darkness|3d6units Devil|3d6units Shadow Imp
2436	Belphegor will serve you no longer and h	1	Belphegor will serve you no longer and has broken free!	monster Lord of Hell|0x4600 1|0x4300 -44	kill 10
2437	Mastema will serve you no longer and has	1	Mastema will serve you no longer and has broken free!	monster Heliophagus|0x4600 1|0x4300 -44	kill 10
2438	Mabakiel will serve you no longer and ha	1	Mabakiel will serve you no longer and has broken free!	monster Heliophagus|0x4600 1|0x4300 -44	kill 10
2439	Gorlion will serve you no longer and has	1	Gorlion will serve you no longer and has broken free!	monster Heliophagus|0x4600 1|0x4300 -44	kill 10
2440	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Ice Devil|0x4600 1|0x4300 -44	kill 10
2441	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Ice Devil|0x4600 1|0x4300 -44	kill 10
2442	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Ice Devil|0x4600 1|0x4300 -44	kill 10
2443	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Ice Devil|0x4600 1|0x4300 -44	kill 10
2444	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Ice Devil|0x4600 1|0x4300 -44	kill 10
2445	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Arch Devil|0x4600 1|0x4300 -44	kill 10
2446	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Arch Devil|0x4600 1|0x4300 -44	kill 10
2447	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has broken free!	monster Arch Devil|0x4600 1|0x4300 -44	kill 10
2448	The Demon Lord will serve you no longer 	1	The Demon Lord will serve you no longer and has returned to hell!	0x7800 829|0x4600 1|0x4300 -44	otherplane -12
2449	The Lord of Corruption will serve you no	1	The Lord of Corruption will serve you no longer and has broken free!	monster Lord of Corruption|0x4600 1|0x4300 -44	kill 10
2450	A demon has possessed the ruler of the l	0	A demon has possessed the ruler of the land! It must be banished before things get out of hand.	rare 1|capital 0|pop 70|code -49	code 187|0x6B00 1|unrest 5|incscale1 Turmoil
2451	Your priests have performed an exorcism 	0	Your priests have performed an exorcism on the demon possessing the ruler of this land.	0x4800 25|code 188|code 187	code 0|unrest -5|incdom 2
2452	Most laws have been abolished.	0	Most laws have been abolished.	rare 70|code 187	code 188|unrest 20|incscale2 Turmoil
2453	People are plundering and destroying as 	0	People are plundering and destroying as best they can.	rare 15|code 188	landgold -5|landprod -5|taxboost -20|unrest 5|incscale1 Turmoil
2454	Brigands have taken opportunity of the w	0	Brigands have taken opportunity of the weak government. [Brigand Lair]	rare 3|freesites 1|unique 2|code 188	newsite -1|unrest 5|incscale1 Turmoil
2455	Some strong and industrious citizens hav	0	Some strong and industrious citizens have organized a slave market where they sell their former neighbors to the highest bidder. [Slave Market]	rare 3|freesites 1|unique 2|code 188	newsite -1|unrest 5|incscale1 Turmoil
2456	The men of the garrison have not been pa	0	The men of the garrison have not been paid.	rare 15|mindef 4|code 188	defence -10|unrest 5|incscale1 Turmoil
2457	People are refusing to pay taxes.	0	People are refusing to pay taxes.	rare 15|code 188	taxboost -100|unrest 5|incscale1 Turmoil
2458	Feuds have broken out and there are no f	0	Feuds have broken out and there are no functioning courts to bring justice.	rare 12|code 188	landgold -2|landprod -2|kill 2|unrest 10|incscale1 Turmoil
2459	A man of faith has appeared and performe	0	A man of faith has appeared and performed an exorcism on the governor.	rare 3|luck 0|code 188	code 0|nation -2|1com Priest|0x6A00 8|decscale2 Turmoil
2460	The ruler has grown paranoid and execute	0	The ruler has grown paranoid and executed most of the nobles of the land.	rare 5|unique 1|code 188	landgold -2|landprod -2|kill 2|unrest 10|incscale1 Turmoil
2461	The nobles at court have been slaughtere	0	The nobles at court have been slaughtered, including the ruler. Demons have taken physical form and are spreading death and chaos in the land.	rare 2|code 188	code 0|kill 5|3com Devil|2d6units Devil|2d6units Imp
2462	A magical gateway has been found. It ema	0	A magical gateway has been found. It emanates evil power. [The First Gate]	0x4600 1|rare 13|hiddensite 1|unique 1|0x4300 -44|code 0	revealsite 1|incscale2 Turmoil|code -93
2463	A witless conjurer has opened the gate t	0	A witless conjurer has opened the gate to hell! This folly may bring benefits if a blood mage is able to research the nature of the gate. [The First Gate]	rare 80|foundsite 1|unique 1|0x4600 1|code -93	code -45|0x6B00 1
2464	A flux of power! [The Second Gate]	0	A flux of power! [The Second Gate]	freesites 1|0x4600 1|0x4300 -45|turn 10|land 1|unique 1|code 0	code -81|0x7100 1|0x4200 -1
2465	A flux of power! [The Third Gate]	0	A flux of power! [The Third Gate]	freesites 1|0x4600 1|0x4300 -45|turn 10|land 1|unique 1|code 0	0x7100 1|0x4200 -1|code -82
2466	In ##landname##, a gate to Hell has open	13	In ##landname##, a gate to Hell has opened! An unholy darkness covers the world. The gate must be closed by the power of prayer or the demonic influence will continue to grow!	unique 1|code -45	revealprov 1|worldincscale Turmoil|worlddarkness 1|linger 2|0x7000 5
2467	One of the gates to Hell has opened in t	0	One of the gates to Hell has opened in the province! With access to a lab, a blood mage may be able to gain insights if allowed to study it. [The Second Gate]	site 1|unique 1|code -81|0x4300 -45	code -46|0x6900 -45|revealsite 1|0x6B00 1
2468	The Second Gate has opened in ##landname	13	The Second Gate has opened in ##landname##! Disease demons infest the flesh of the living! The gates must be sealed or the world will suffer.	unique 1|code -46	0x7000 4|revealprov 1|worldincscale Turmoil|worlddisease 2|linger 2
2469	The Third Gate has opened, spewing forth	0	The Third Gate has opened, spewing forth the legions of Hell! [The Third Gate]	site 1|unique 1|code -82|0x4300 -46	code -47|0x6900 -45|revealsite 1|0x6B00 1|3com Devil|5d6units Devil|3d6units Imp
2470	Woe to the world! The Third Gate has ope	13	Woe to the world! The Third Gate has opened in ##landname##! The curse of all living, downfall of empires, destroyer of youth has struck!	unique 1|code -47	revealprov 1|worldincscale Turmoil|worldage 1|linger 3|0x6E00 7
2471	The power of the Third Gate has waned. T	13	The power of the Third Gate has waned. The demonic influence subsides.	code -47	code 0|0x6900 -45|0x6900 -46|0x6900 -47|0x6900 -48
2472	The First Gate has been closed by the po	13	The First Gate has been closed by the power of prayer! This will stem the demonic insurgence, unless other gates have already been opened.	0x4800 5|code -45	code 0|decscale2 Turmoil|incdom 2
2473	The Second Gate has been closed by the p	13	The Second Gate has been closed by the power of prayer!	0x4800 4|code -46	code 0|decscale2 Turmoil|incdom 2
2474	The Third Gate has been closed by the po	13	The Third Gate has been closed by the power of prayer! This has also quenched the activity of the lesser Gates.	0x4800 3|code -47	code 0|decscale2 Turmoil|incdom 2|0x6900 -46|0x6900 -45|0x6900 -49
2475	Your mages have studied the Gate. There 	0	Your mages have studied the Gate. There are three of these portals and of increasing power. When opened, travel from the realms beyond is facilitated, making it easier for demons to manifest all across the world of men. When the Second Gate opens, the lords of hell themselves may be able to manifest! The power of pure faith may be able to close the gates, or perhaps a master of blood magic could be able to control them. If further studied, some insights into the workings of the nether realms may be gained. However, it may be dangerous to linger near.	0x7B00 7|lab 1|code -45|unique 1	0x6C00 0
2476	Your mages have studied the Gate. There 	0	Your mages have studied the Gate. There are three of these portals and of increasing power. When opened, travel from the realms beyond is facilitated, making it easier for demons to manifest all across the world of men. The power of pure faith may be able to close the gates, or perhaps a master of blood magic could be able to control them. If further studied, some insights into the workings of the nether realms may be gained. However, it may be dangerous to linger near.	0x7B00 7|lab 1|code -46|unique 1	0x6A00 7|0x6C00 0
